"Indicator","PUBLISH STATES","Year","WHO region","Country","Sex","Display Value","Numeric","Low","High","Comments"
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Western Pacific","Lao People's Democratic Republic","Female","15.7 [12.1-19.6]","15.70000","12.10000","19.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Western Pacific","Mongolia","Female","7.5 [5.8-9.5]","7.50000","5.80000","9.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Western Pacific","Mongolia","Female","6.3 [5.1-7.9]","6.30000","5.10000","7.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Western Pacific","Mongolia","Female","5.3 [3.8-6.8]","5.30000","3.80000","6.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Western Pacific","Nauru","Female","46.8 [17.7-89.7]","46.80000","17.70000","89.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Western Pacific","Philippines","Female","12.9 [10.0-16.0]","12.90000","10.00000","16.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Western Pacific","Tonga","Female","14.3 [11.1-17.6]","14.30000","11.10000","17.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Western Pacific","Viet Nam","Female","1.4 [1.1-1.7]","1.40000","1.10000","1.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Western Pacific","Samoa","Female","17.3 [9.7-24.7]","17.30000","9.70000","24.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Europe","Netherlands","Male","27.5 [22.1-33.2]","27.50000","22.10000","33.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Netherlands","Female","22.1 [15.7-28.4]","22.10000","15.70000","28.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Americas","Canada","Male","24.8 [21.5-29.1]","24.80000","21.50000","29.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Americas","Canada","Male","12.6 [9.5-15.5]","12.60000","9.50000","15.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Americas","Canada","Female","26.5 [22.4-30.6]","26.50000","22.40000","30.60000",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2010","Eastern Mediterranean","Morocco","Female","6.6","6.60000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2013","Europe","Republic of Moldova","Male","14.9","14.90000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2013","Europe","Republic of Moldova","Female","5.8","5.80000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2008","Africa","Burundi","Male","20.7","20.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2008","Africa","Burundi","Female","16.8","16.80000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2009","Africa","Côte d'Ivoire","Male","26.3","26.30000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2009","Africa","Côte d'Ivoire","Female","10.9","10.90000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2009","Africa","Congo","Female","20.4","20.40000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2006","Africa","Ghana","Female","10.9","10.90000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2000","Africa","Ghana","Male","16.2","16.20000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2013","Africa","Kenya","Female","6.7","6.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2002","Africa","Lesotho","Female","17.7","17.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2008","Africa","Mali","Male","23.1","23.10000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2001","Africa","Mauritania","Male","28.6","28.60000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2005","Africa","Malawi","Male","19.1","19.10000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2006","Africa","Niger","Female","8.0","8.00000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2001","Africa","Niger","Male","23.3","23.30000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2007","Africa","Senegal","Female","9.6","9.60000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2009","Africa","Swaziland","Female","8.6","8.60000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2005","Africa","Swaziland","Male","14.7","14.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2008","Africa","Chad","Female","13.9","13.90000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2013","Africa","Togo","Female","4.3","4.30000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2011","Africa","Uganda","Male","19.3","19.30000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2007","Africa","Uganda","Male","17.3","17.30000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2012","Americas","Argentina","Male","22.7","22.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2009","Americas","Antigua and Barbuda","Female","15.9","15.90000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2004","Americas","Bahamas","Male","12.9","12.90000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2004","Americas","Bahamas","Female","10.2","10.20000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2002","Americas","Belize","Female","13.5","13.50000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","1999","Americas","Barbados","Female","17.7","17.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2002","Americas","Costa Rica","Male","18.5","18.50000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2004","Americas","Dominica","Male","19.3","19.30000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2004","Americas","Dominica","Female","13.5","13.50000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2009","Americas","Grenada","Female","16.7","16.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2004","Americas","Grenada","Female","15.7","15.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2004","Americas","Guyana","Female","12.2","12.20000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2010","Americas","Jamaica","Male","31.3","31.30000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2011","Americas","Mexico","Female","17.7","17.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2012","Americas","Panama","Male","15.1","15.10000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2012","Americas","Panama","Female","10.2","10.20000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2007","Americas","Peru","Male","21.5","21.50000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2009","Americas","Suriname","Female","16.6","16.60000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2011","Americas","Trinidad and Tobago","Male","20.0","20.00000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2007","Americas","Uruguay","Female","24.5","24.50000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2011","Americas","United States of America","Male","12.4","12.40000","","","Tobacco smoking only"
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2002","Americas","United States of America","Male","20.7","20.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2011","Americas","Saint Vincent and the Grenadines","Female","14.6","14.60000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","1999","Americas","Venezuela (Bolivarian Republic of)","Female","13.9","13.90000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2003","Eastern Mediterranean","Bahrain","Female","11.9","11.90000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2009","Eastern Mediterranean","Djibouti","Male","22.7","22.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2003","Eastern Mediterranean","Djibouti","Male","17.9","17.90000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2003","Eastern Mediterranean","Iran (Islamic Republic of)","Male","17.6","17.60000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2009","Eastern Mediterranean","Kuwait","Male","25.0","25.00000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2005","Eastern Mediterranean","Lebanon","Male","65.8","65.80000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2005","Eastern Mediterranean","Lebanon","Female","54.1","54.10000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2010","Eastern Mediterranean","Oman","Male","4.9","4.90000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2010","Eastern Mediterranean","Oman","Female","1.7","1.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2004","Eastern Mediterranean","Qatar","Male","21.1","21.10000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2010","Eastern Mediterranean","Saudi Arabia","Male","21.2","21.20000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2010","Eastern Mediterranean","Saudi Arabia","Female","9.1","9.10000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2005","Eastern Mediterranean","Sudan","Female","10.1","10.10000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2001","Eastern Mediterranean","Sudan","Male","22.0","22.00000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2014","Eastern Mediterranean","Yemen","Female","9.9","9.90000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2008","Eastern Mediterranean","Yemen","Female","10.5","10.50000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2003","Eastern Mediterranean","Yemen","Male","19.7","19.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2004","Europe","Albania","Female","9.4","9.40000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2011","Europe","Azerbaijan","Male","11.4","11.40000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2008","Europe","Bulgaria","Male","26.4","26.40000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2008","Europe","Bulgaria","Female","31.8","31.80000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2003","Europe","Bosnia and Herzegovina","Female","9.9","9.90000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2002","Europe","Czech Republic","Male","35.5","35.50000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2008","Europe","Georgia","Male","15.2","15.20000","","",""
